Release,Journey ID,Phase,Tier,Priority,Manual test,Exact manual steps,Expected result,Automated test exists,Strict automation status,Automation layer,Automated test evidence,What automation proves,What remains manual,Regression confidence,Confidence rationale,Manual result,Tester,Run date,Evidence path or URL,Defect link,Release notes
0.0.40,46,3 Chat and conversations,Both,P2,Copy assistant reply,Use the copy action on an assistant message,Pasting into another app yields the expected message text,Yes,COMPLETE,E2E,e2e/chat-actions.spec.ts,"Copy assistant reply. `e2e/chat-actions.spec.ts` clicks Copy on a rendered assistant reply, crosses production IPC, verifies visible success feedback, and reads the exact expected message from the real macOS clipboard.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",HIGH,The strict ledger confirms the decisive production collaborators run through the real application seam.,NOT RUN,,,,,Real clipboard boundary
0.0.40,47,3 Chat and conversations,Both,P1,Regenerate reply,Regenerate an assistant answer,A new answer is produced from the same conversation context without duplicating the user turn,Yes,PARTIAL,Contract/package gate,MemoryChat.chat-lifecycle.test.tsx,"Regenerate reply. `MemoryChat.chat-lifecycle.test.tsx` invokes the rendered Regenerate action, replaces the old assistant answer from the same user context, and proves both the visible and persisted transcripts contain one user turn and the new answer without duplication.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,
0.0.40,48,3 Chat and conversations,Both,P0,Error clears busy state,Trigger a model or gateway failure during a turn,A useful error appears; spinner and Stop clear; another send can run,Yes,PARTIAL,Automated test,MemoryChat.chat-lifecycle.test.tsx,"Error clears busy state. `MemoryChat.chat-lifecycle.test.tsx` rejects a live turn at the native-model boundary, proves the rendered error is useful and Stop clears, then sends and renders a successful second turn through the same production composer.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,
0.0.40,49,3 Chat and conversations,Both,P1,Long answer respects configured cap,Raise the response limit and request a long answer,Output can pass the old cap and ends with a clear cutoff state if the new limit is reached,Yes,PARTIAL,Contract/package gate,,"Long answer respects configured cap. The production stream adapters preserve native finish reasons, normalize only the configured token-cap cutoff, render the visible limit, and persist and restore that exact cutoff contract after conversation reload.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,
0.0.40,50,3 Chat and conversations,Both,P2,Keyboard and navigation shortcuts,Use Cmd+[ and Cmd+] after visiting several screens,Back and forward navigate through desktop view history without losing screen state,Yes,PARTIAL,Integration,App.navigation.integration.test.tsx,"Keyboard and navigation shortcuts. `App.navigation.integration.test.tsx` drives the real shell through Project Beta to Integrations, then proves Cmd+[ and Cmd+] restore both routes and the selected project instead of losing screen state.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,
0.0.40,51,4 Projects and artifacts,Both,P0,Create a project,Projects -> create a named project,The project appears and survives navigation and relaunch,Yes,PARTIAL,Integration,src/main/__tests__/rag-store-integration.dbtest.ts,Create a project. `src/main/__tests__/rag-store-integration.dbtest.ts` exercises the real project store against temp SQLite and verifies the round trip.,"Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,
0.0.40,52,4 Projects and artifacts,Both,P0,Attach a knowledge document,Open a project and add a supported document,Indexing completes and the document appears once,Yes,PARTIAL,Integration,rag-store-integration.dbtest.ts,"Attach a knowledge document. `rag-store-integration.dbtest.ts` drives a real Markdown file through production extraction/chunking, real SQLite persistence and retrieval, and prompt formatting, with only the local embedding-model boundary deterministic.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,
0.0.40,53,4 Projects and artifacts,Both,P0,Project retrieval is grounded,Start a chat inside the project and ask about the document,The answer uses relevant document content and does not invent an attachment,Yes,PARTIAL,Integration,rag-store-integration.dbtest.ts,"Project retrieval is grounded. `rag-store-integration.dbtest.ts` indexes real Markdown files into two projects through the production RAG service and SQLite store, then proves selected project and enabled-document filters exclude obsolete and cross-project facts from retrieval and prompt context.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,
0.0.40,54,4 Projects and artifacts,Both,P1,New chat inherits project,Create a new chat from inside a project,The conversation is filed under that project and retains its knowledge scope,Yes,PARTIAL,Automated test,MemoryChat.project-inheritance.test.tsx,New chat inherits its project. `MemoryChat.project-inheritance.test.tsx` drives the real composer from a project target across the preload boundary and proves both conversation creation and RAG retrieval receive the same project ID; reopening a saved conversation restores that scope.,"Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,
0.0.40,55,4 Projects and artifacts,Both,P2,Edit project,Change a project's name or details and save,The new values persist in every project surface,Yes,PARTIAL,Integration + Contract/package gate,rag-ipc-project-create.dbtest.ts,"Edit project. `rag-ipc-project-create.dbtest.ts` changes every editable field through the production project IPC handlers and real SQLite store, reloads the modules, and proves the updated project is returned with its exact name, description, prompt, icon, and memory setting.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,
